# #id    annotatorid    label    a1    a2
434_460	goldLabel	a2	Who said anything about FF/mozilla having anything to do with steve jobs/apple? Seperate enititys, not in the least bit attached! BTW, IE blows when making pages and trying to get things to look right. FF sticks to world wide web consortiums standards much closer than IE ever did or will.	Firefox takes the best of all previous browsers and sticks it all in one neat package. Security and extendibility are some of its top features. And those times when FF seems to eat up a lot of memory? That's just the cache so you're able to surf the net even faster. Just lower the cache if you don't want to eat so much memory.
460_423	goldLabel	a1	Firefox takes the best of all previous browsers and sticks it all in one neat package. Security and extendibility are some of its top features. And those times when FF seems to eat up a lot of memory? That's just the cache so you're able to surf the net even faster. Just lower the cache if you don't want to eat so much memory.	The fact that the only reasonable argument IE users have is that they are cooler or get laid more only proves even more that firefox is better.
460_482	goldLabel	a1	Firefox takes the best of all previous browsers and sticks it all in one neat package. Security and extendibility are some of its top features. And those times when FF seems to eat up a lot of memory? That's just the cache so you're able to surf the net even faster. Just lower the cache if you don't want to eat so much memory.	Anyone who says Firefox 2 has major memory leaks obviously hasn't actually used Firefox 2. The only memory issues I've come across is on opening multiple windows (20 or more at once) or when leaving Firefox active for three hours or more at a time (A known issue, which a simple restart will fix). And arguing for IE7 in favor of Firefox... Weakness. For every feature they added to IE 7 they removed one of the advantages earlier versions had. (Flexible toolbars? Customizable buttons? Who needs em!)
54401_460	goldLabel	a2	FireFox Is The Best! I Know Because I Have It! The Only Reason More People Use IE Is Becuse It Is the Default Browser For most Comps. I Bet 90% Of The IE Supporters have only know that single browser.	Firefox takes the best of all previous browsers and sticks it all in one neat package. Security and extendibility are some of its top features. And those times when FF seems to eat up a lot of memory? That's just the cache so you're able to surf the net even faster. Just lower the cache if you don't want to eat so much memory.
483_460	goldLabel	a2	No match. FF is better for my use in every way.	Firefox takes the best of all previous browsers and sticks it all in one neat package. Security and extendibility are some of its top features. And those times when FF seems to eat up a lot of memory? That's just the cache so you're able to surf the net even faster. Just lower the cache if you don't want to eat so much memory.
412_460	goldLabel	a2	That form of argument degrades this forum, and will cause the arguments to fall to the lowest common denominator. This word, "indisputable", I do not think it means what you think it does. I dispute your claim from personal experience, if nothing else. That makes it disputable. I think Yahoo! has chat rooms more attuned to your style of debate. Check them out.	Firefox takes the best of all previous browsers and sticks it all in one neat package. Security and extendibility are some of its top features. And those times when FF seems to eat up a lot of memory? That's just the cache so you're able to surf the net even faster. Just lower the cache if you don't want to eat so much memory.
458_460	goldLabel	equal	Mozilla Firefox can be used for everything! There are also plugins so that you can use the internet explorer engine in the firefox shell. It has many more plugins and the themes are a nice feature. all of the innovations in E 7.0 were in firefox years ago.	Firefox takes the best of all previous browsers and sticks it all in one neat package. Security and extendibility are some of its top features. And those times when FF seems to eat up a lot of memory? That's just the cache so you're able to surf the net even faster. Just lower the cache if you don't want to eat so much memory.
406_460	goldLabel	a2	Amazingly cool skins that let me pimp my browser and a built in spell check along with everything else that IE provides. Can't beat it.	Firefox takes the best of all previous browsers and sticks it all in one neat package. Security and extendibility are some of its top features. And those times when FF seems to eat up a lot of memory? That's just the cache so you're able to surf the net even faster. Just lower the cache if you don't want to eat so much memory.
403_460	goldLabel	a2	at least Firefox is not a copycat like internet explorer 7, who copied Firefox on the tabs.	Firefox takes the best of all previous browsers and sticks it all in one neat package. Security and extendibility are some of its top features. And those times when FF seems to eat up a lot of memory? That's just the cache so you're able to surf the net even faster. Just lower the cache if you don't want to eat so much memory.
438_460	goldLabel	a2	Honestly, firefox just works better. The tabbed interface, the lack of activeX, RSS support, what's not to love. Internet is trying to still catch up to firefox imho.	Firefox takes the best of all previous browsers and sticks it all in one neat package. Security and extendibility are some of its top features. And those times when FF seems to eat up a lot of memory? That's just the cache so you're able to surf the net even faster. Just lower the cache if you don't want to eat so much memory.
460_486	goldLabel	a1	Firefox takes the best of all previous browsers and sticks it all in one neat package. Security and extendibility are some of its top features. And those times when FF seems to eat up a lot of memory? That's just the cache so you're able to surf the net even faster. Just lower the cache if you don't want to eat so much memory.	Easly. I use Linux, and thanks to god, not existing an IE version to Linux! Firefox is open, you can do anything with that and no one will process you about that ;) oh yeah, and it's safe, cute, have addons, easy install, patches realeased in less time, etc, etc...
405_460	goldLabel	a2	I find that whatever works for a person individually, is good. How would I be able to say something is the best, when, it doesn't work on someone elses computer? I vote for Firefox, because in my experience it has worked multiple times better than Internet Explorer. The config isn't too bad, and those of you who know about:config know what I'm talking about. The tabs are great, and has many good extensions. Though not the best, it is definately superior to Internet Explorer. Especially after the laughable 7 update. ;D	Firefox takes the best of all previous browsers and sticks it all in one neat package. Security and extendibility are some of its top features. And those times when FF seems to eat up a lot of memory? That's just the cache so you're able to surf the net even faster. Just lower the cache if you don't want to eat so much memory.
460_472	goldLabel	a1	Firefox takes the best of all previous browsers and sticks it all in one neat package. Security and extendibility are some of its top features. And those times when FF seems to eat up a lot of memory? That's just the cache so you're able to surf the net even faster. Just lower the cache if you don't want to eat so much memory.	one feature that closed the deal is TABS... look what IE copied in version 7....
389_460	goldLabel	a2	Firefox is more respectful of W3C internet standards while  soft sucks by trying to force us to use their own standards to keep their monopoly.	Firefox takes the best of all previous browsers and sticks it all in one neat package. Security and extendibility are some of its top features. And those times when FF seems to eat up a lot of memory? That's just the cache so you're able to surf the net even faster. Just lower the cache if you don't want to eat so much memory.
460_73058	goldLabel	a1	Firefox takes the best of all previous browsers and sticks it all in one neat package. Security and extendibility are some of its top features. And those times when FF seems to eat up a lot of memory? That's just the cache so you're able to surf the net even faster. Just lower the cache if you don't want to eat so much memory.	This is being argued? The only thing IE has going for it is that Windows has it pre-installed, and from what I've heard, they're going to get rid of that too. Everything from speed to add-ons, Firefox wins.
468_460	goldLabel	a2	Firefox has the user made extensions which cater for the user based community therefore it wins	Firefox takes the best of all previous browsers and sticks it all in one neat package. Security and extendibility are some of its top features. And those times when FF seems to eat up a lot of memory? That's just the cache so you're able to surf the net even faster. Just lower the cache if you don't want to eat so much memory.
477_460	goldLabel	a1	From a design standpoint, Firefox absolutely wins the Pretty Browser battle. There is such an array of beautiful skins out there for Firefox, and when you add that to the amount of Toolbar and UI customization that Firefox supports, the 'Fox is the clear-cut winner. And since I assume most of the people debating the superiority of one browser or another are Intraweb junkies, I know everyone uses their browser quite often. Who wants to look at an ugly UI like that of every IE (7 is the most criminal of them all)?	Firefox takes the best of all previous browsers and sticks it all in one neat package. Security and extendibility are some of its top features. And those times when FF seems to eat up a lot of memory? That's just the cache so you're able to surf the net even faster. Just lower the cache if you don't want to eat so much memory.
460_413	goldLabel	a1	Firefox takes the best of all previous browsers and sticks it all in one neat package. Security and extendibility are some of its top features. And those times when FF seems to eat up a lot of memory? That's just the cache so you're able to surf the net even faster. Just lower the cache if you don't want to eat so much memory.	Internet Explorer sucks extreme memory when running multiple tabs, and more than Firefox. And probably more; it could spawn multiple SVCHOST.exe instances and use those as a blind.
460_398	goldLabel	equal	Firefox takes the best of all previous browsers and sticks it all in one neat package. Security and extendibility are some of its top features. And those times when FF seems to eat up a lot of memory? That's just the cache so you're able to surf the net even faster. Just lower the cache if you don't want to eat so much memory.	I can reconfigure Firefox very easily to meet my needs as my life changes. If I need great SEO extensions I can get them. If I need an HTML color picker instead when I get more involved with other elements of site development, FF is easily remodeled to suit my new browsing needs. The breadth and variety of FF add-ons is a critical advantage.
460_394	goldLabel	a1	Firefox takes the best of all previous browsers and sticks it all in one neat package. Security and extendibility are some of its top features. And those times when FF seems to eat up a lot of memory? That's just the cache so you're able to surf the net even faster. Just lower the cache if you don't want to eat so much memory.	i love firefox and defended it, but what is odd is that this site is breaking in it.
415_460	goldLabel	a2	Really great arguments why IE is supposed to be a better browser... NOT!	Firefox takes the best of all previous browsers and sticks it all in one neat package. Security and extendibility are some of its top features. And those times when FF seems to eat up a lot of memory? That's just the cache so you're able to surf the net even faster. Just lower the cache if you don't want to eat so much memory.
460_397	goldLabel	a1	Firefox takes the best of all previous browsers and sticks it all in one neat package. Security and extendibility are some of its top features. And those times when FF seems to eat up a lot of memory? That's just the cache so you're able to surf the net even faster. Just lower the cache if you don't want to eat so much memory.	Firefox has nothing to do with apple or Steve Jobs. I'd say you're the fanatical zealot fanboy.
419_460	goldLabel	a2	Firebug, WebDeveloper, TabMix, FaviconizeTab, GreaseMonkey, IETab (to use when you visit microsot.com). Just some reason why i prefer Firefox.	Firefox takes the best of all previous browsers and sticks it all in one neat package. Security and extendibility are some of its top features. And those times when FF seems to eat up a lot of memory? That's just the cache so you're able to surf the net even faster. Just lower the cache if you don't want to eat so much memory.
460_471	goldLabel	a1	Firefox takes the best of all previous browsers and sticks it all in one neat package. Security and extendibility are some of its top features. And those times when FF seems to eat up a lot of memory? That's just the cache so you're able to surf the net even faster. Just lower the cache if you don't want to eat so much memory.	You are asked before anything is installed for the browser. In IE random toolbars appear from nowhere
33905_460	goldLabel	a2	Hell, I'm using Firefox right now. Plus Firefox makes searching the internet relatively easier than using internet explore.	Firefox takes the best of all previous browsers and sticks it all in one neat package. Security and extendibility are some of its top features. And those times when FF seems to eat up a lot of memory? That's just the cache so you're able to surf the net even faster. Just lower the cache if you don't want to eat so much memory.
469_460	goldLabel	a2	Since when is Firefox an Apple fad? There have been more Windows than Mac Firefox downloads since day one. If you are "original and free minded" then why do you use the browser with a 58.6% market share? How is using the browser everyone else does "original"? It's not even worth rebutting the second paragraph of your argument, as it doesn't contain a single fact and really isn't even an argument either.	Firefox takes the best of all previous browsers and sticks it all in one neat package. Security and extendibility are some of its top features. And those times when FF seems to eat up a lot of memory? That's just the cache so you're able to surf the net even faster. Just lower the cache if you don't want to eat so much memory.
460_76359	goldLabel	a1	Firefox takes the best of all previous browsers and sticks it all in one neat package. Security and extendibility are some of its top features. And those times when FF seems to eat up a lot of memory? That's just the cache so you're able to surf the net even faster. Just lower the cache if you don't want to eat so much memory.	Firefox of course. And I like this website but I don't find it very clear. This one is better : theworlddebating.com
460_474	goldLabel	a1	Firefox takes the best of all previous browsers and sticks it all in one neat package. Security and extendibility are some of its top features. And those times when FF seems to eat up a lot of memory? That's just the cache so you're able to surf the net even faster. Just lower the cache if you don't want to eat so much memory.	IE sucks and makes development harder, i just can't dig doing separate stylesheets for IE
460_451	goldLabel	a1	Firefox takes the best of all previous browsers and sticks it all in one neat package. Security and extendibility are some of its top features. And those times when FF seems to eat up a lot of memory? That's just the cache so you're able to surf the net even faster. Just lower the cache if you don't want to eat so much memory.	Firefox is wayyyyy better that's all I have to say. Go figure why
460_26798	goldLabel	a1	Firefox takes the best of all previous browsers and sticks it all in one neat package. Security and extendibility are some of its top features. And those times when FF seems to eat up a lot of memory? That's just the cache so you're able to surf the net even faster. Just lower the cache if you don't want to eat so much memory.	the number of reasons on why ff ie are LISTLESS(:
460_33757	goldLabel	a1	Firefox takes the best of all previous browsers and sticks it all in one neat package. Security and extendibility are some of its top features. And those times when FF seems to eat up a lot of memory? That's just the cache so you're able to surf the net even faster. Just lower the cache if you don't want to eat so much memory.	There's no reason at all why anyone could say IE is better. Firefox is proven to be safer, faster, and sleeker. You can customize it to look any way you want, and you can add any functionality you can think of. It even has a more original name!
31493_460	goldLabel	a2	I pity those of you on the other side. The annoying load of pop ups and viruses IE has, yet you continue to use it?! Main reason I love Firefox has to be the tab option. The last time I checked IE requires you to get up a whole new browser in order search two websites at the same time. It's pointlessss. :/ OH AND. Firefox saves the website(s) you were last at in case of a restart or something. Yeah, I don't know, it just has so many cool features I don't have time to list them all.	Firefox takes the best of all previous browsers and sticks it all in one neat package. Security and extendibility are some of its top features. And those times when FF seems to eat up a lot of memory? That's just the cache so you're able to surf the net even faster. Just lower the cache if you don't want to eat so much memory.
460_390	goldLabel	equal	Firefox takes the best of all previous browsers and sticks it all in one neat package. Security and extendibility are some of its top features. And those times when FF seems to eat up a lot of memory? That's just the cache so you're able to surf the net even faster. Just lower the cache if you don't want to eat so much memory.	firefox is much better. It remembers passwords with greater gusto. add-ons allow you to personalize your browser in every way. I love - tabs (aging and remembering them when you close the browser, weatherfox, gestures, there is even a tab that lets you display the page in IE format if something is incompatible (rare, only SAP at work) and the way you can put the link logos in the tool bar rocks. much friendlier and a better browser, and not just because i don't want to support MS. Because i don't care about that, a good product is a good product.
434_423	goldLabel	a2	Who said anything about FF/mozilla having anything to do with steve jobs/apple? Seperate enititys, not in the least bit attached! BTW, IE blows when making pages and trying to get things to look right. FF sticks to world wide web consortiums standards much closer than IE ever did or will.	The fact that the only reasonable argument IE users have is that they are cooler or get laid more only proves even more that firefox is better.
482_434	goldLabel	a1	Anyone who says Firefox 2 has major memory leaks obviously hasn't actually used Firefox 2. The only memory issues I've come across is on opening multiple windows (20 or more at once) or when leaving Firefox active for three hours or more at a time (A known issue, which a simple restart will fix). And arguing for IE7 in favor of Firefox... Weakness. For every feature they added to IE 7 they removed one of the advantages earlier versions had. (Flexible toolbars? Customizable buttons? Who needs em!)	Who said anything about FF/mozilla having anything to do with steve jobs/apple? Seperate enititys, not in the least bit attached! BTW, IE blows when making pages and trying to get things to look right. FF sticks to world wide web consortiums standards much closer than IE ever did or will.
434_54401	goldLabel	a1	Who said anything about FF/mozilla having anything to do with steve jobs/apple? Seperate enititys, not in the least bit attached! BTW, IE blows when making pages and trying to get things to look right. FF sticks to world wide web consortiums standards much closer than IE ever did or will.	FireFox Is The Best! I Know Because I Have It! The Only Reason More People Use IE Is Becuse It Is the Default Browser For most Comps. I Bet 90% Of The IE Supporters have only know that single browser.
434_483	goldLabel	a1	Who said anything about FF/mozilla having anything to do with steve jobs/apple? Seperate enititys, not in the least bit attached! BTW, IE blows when making pages and trying to get things to look right. FF sticks to world wide web consortiums standards much closer than IE ever did or will.	No match. FF is better for my use in every way.
412_434	goldLabel	a2	That form of argument degrades this forum, and will cause the arguments to fall to the lowest common denominator. This word, "indisputable", I do not think it means what you think it does. I dispute your claim from personal experience, if nothing else. That makes it disputable. I think Yahoo! has chat rooms more attuned to your style of debate. Check them out.	Who said anything about FF/mozilla having anything to do with steve jobs/apple? Seperate enititys, not in the least bit attached! BTW, IE blows when making pages and trying to get things to look right. FF sticks to world wide web consortiums standards much closer than IE ever did or will.
434_458	goldLabel	a2	Who said anything about FF/mozilla having anything to do with steve jobs/apple? Seperate enititys, not in the least bit attached! BTW, IE blows when making pages and trying to get things to look right. FF sticks to world wide web consortiums standards much closer than IE ever did or will.	Mozilla Firefox can be used for everything! There are also plugins so that you can use the internet explorer engine in the firefox shell. It has many more plugins and the themes are a nice feature. all of the innovations in E 7.0 were in firefox years ago.
434_43534	goldLabel	a2	Who said anything about FF/mozilla having anything to do with steve jobs/apple? Seperate enititys, not in the least bit attached! BTW, IE blows when making pages and trying to get things to look right. FF sticks to world wide web consortiums standards much closer than IE ever did or will.	Mozilla Firefox is better than Internet Explorer because it alerts you that it has blocked pop-ups and automatically updates the older version to the latest version along with a google toolbar and it downloads very quickly
434_406	goldLabel	a2	Who said anything about FF/mozilla having anything to do with steve jobs/apple? Seperate enititys, not in the least bit attached! BTW, IE blows when making pages and trying to get things to look right. FF sticks to world wide web consortiums standards much closer than IE ever did or will.	Amazingly cool skins that let me pimp my browser and a built in spell check along with everything else that IE provides. Can't beat it.
434_403	goldLabel	a1	Who said anything about FF/mozilla having anything to do with steve jobs/apple? Seperate enititys, not in the least bit attached! BTW, IE blows when making pages and trying to get things to look right. FF sticks to world wide web consortiums standards much closer than IE ever did or will.	at least Firefox is not a copycat like internet explorer 7, who copied Firefox on the tabs.
434_438	goldLabel	a2	Who said anything about FF/mozilla having anything to do with steve jobs/apple? Seperate enititys, not in the least bit attached! BTW, IE blows when making pages and trying to get things to look right. FF sticks to world wide web consortiums standards much closer than IE ever did or will.	Honestly, firefox just works better. The tabbed interface, the lack of activeX, RSS support, what's not to love. Internet is trying to still catch up to firefox imho.
486_434	goldLabel	a2	Easly. I use Linux, and thanks to god, not existing an IE version to Linux! Firefox is open, you can do anything with that and no one will process you about that ;) oh yeah, and it's safe, cute, have addons, easy install, patches realeased in less time, etc, etc...	Who said anything about FF/mozilla having anything to do with steve jobs/apple? Seperate enititys, not in the least bit attached! BTW, IE blows when making pages and trying to get things to look right. FF sticks to world wide web consortiums standards much closer than IE ever did or will.
405_434	goldLabel	a1	I find that whatever works for a person individually, is good. How would I be able to say something is the best, when, it doesn't work on someone elses computer? I vote for Firefox, because in my experience it has worked multiple times better than Internet Explorer. The config isn't too bad, and those of you who know about:config know what I'm talking about. The tabs are great, and has many good extensions. Though not the best, it is definately superior to Internet Explorer. Especially after the laughable 7 update. ;D	Who said anything about FF/mozilla having anything to do with steve jobs/apple? Seperate enititys, not in the least bit attached! BTW, IE blows when making pages and trying to get things to look right. FF sticks to world wide web consortiums standards much closer than IE ever did or will.
472_434	goldLabel	a2	one feature that closed the deal is TABS... look what IE copied in version 7....	Who said anything about FF/mozilla having anything to do with steve jobs/apple? Seperate enititys, not in the least bit attached! BTW, IE blows when making pages and trying to get things to look right. FF sticks to world wide web consortiums standards much closer than IE ever did or will.
434_73058	goldLabel	a2	Who said anything about FF/mozilla having anything to do with steve jobs/apple? Seperate enititys, not in the least bit attached! BTW, IE blows when making pages and trying to get things to look right. FF sticks to world wide web consortiums standards much closer than IE ever did or will.	This is being argued? The only thing IE has going for it is that Windows has it pre-installed, and from what I've heard, they're going to get rid of that too. Everything from speed to add-ons, Firefox wins.
468_434	goldLabel	a1	Firefox has the user made extensions which cater for the user based community therefore it wins	Who said anything about FF/mozilla having anything to do with steve jobs/apple? Seperate enititys, not in the least bit attached! BTW, IE blows when making pages and trying to get things to look right. FF sticks to world wide web consortiums standards much closer than IE ever did or will.
434_477	goldLabel	a2	Who said anything about FF/mozilla having anything to do with steve jobs/apple? Seperate enititys, not in the least bit attached! BTW, IE blows when making pages and trying to get things to look right. FF sticks to world wide web consortiums standards much closer than IE ever did or will.	From a design standpoint, Firefox absolutely wins the Pretty Browser battle. There is such an array of beautiful skins out there for Firefox, and when you add that to the amount of Toolbar and UI customization that Firefox supports, the 'Fox is the clear-cut winner. And since I assume most of the people debating the superiority of one browser or another are Intraweb junkies, I know everyone uses their browser quite often. Who wants to look at an ugly UI like that of every IE (7 is the most criminal of them all)?
398_434	goldLabel	a1	I can reconfigure Firefox very easily to meet my needs as my life changes. If I need great SEO extensions I can get them. If I need an HTML color picker instead when I get more involved with other elements of site development, FF is easily remodeled to suit my new browsing needs. The breadth and variety of FF add-ons is a critical advantage.	Who said anything about FF/mozilla having anything to do with steve jobs/apple? Seperate enititys, not in the least bit attached! BTW, IE blows when making pages and trying to get things to look right. FF sticks to world wide web consortiums standards much closer than IE ever did or will.
394_434	goldLabel	equal	i love firefox and defended it, but what is odd is that this site is breaking in it.	Who said anything about FF/mozilla having anything to do with steve jobs/apple? Seperate enititys, not in the least bit attached! BTW, IE blows when making pages and trying to get things to look right. FF sticks to world wide web consortiums standards much closer than IE ever did or will.
415_434	goldLabel	a2	Really great arguments why IE is supposed to be a better browser... NOT!	Who said anything about FF/mozilla having anything to do with steve jobs/apple? Seperate enititys, not in the least bit attached! BTW, IE blows when making pages and trying to get things to look right. FF sticks to world wide web consortiums standards much closer than IE ever did or will.
397_434	goldLabel	a2	Firefox has nothing to do with apple or Steve Jobs. I'd say you're the fanatical zealot fanboy.	Who said anything about FF/mozilla having anything to do with steve jobs/apple? Seperate enititys, not in the least bit attached! BTW, IE blows when making pages and trying to get things to look right. FF sticks to world wide web consortiums standards much closer than IE ever did or will.
419_434	goldLabel	a1	Firebug, WebDeveloper, TabMix, FaviconizeTab, GreaseMonkey, IETab (to use when you visit microsot.com). Just some reason why i prefer Firefox.	Who said anything about FF/mozilla having anything to do with steve jobs/apple? Seperate enititys, not in the least bit attached! BTW, IE blows when making pages and trying to get things to look right. FF sticks to world wide web consortiums standards much closer than IE ever did or will.
471_434	goldLabel	equal	You are asked before anything is installed for the browser. In IE random toolbars appear from nowhere	Who said anything about FF/mozilla having anything to do with steve jobs/apple? Seperate enititys, not in the least bit attached! BTW, IE blows when making pages and trying to get things to look right. FF sticks to world wide web consortiums standards much closer than IE ever did or will.
