# #id    turkerid    label    a1    a2
arg168772_arg168796	A3UF62O23KAZBW	a1	Before leaving Singapore, Raffles did leave some plans and policies that were important for the development of the settlement.	Schooling Raffles established the Singapore Institution ( Now known as Raffles Institution ) which completed its construction on the year 1837.
arg168789_arg168772	AXL8STMTF8Z21	a1	Raffles founded Singapore and Farquhar was just a subordinate for Raffles. So it was normal that Raffles gave he duty of turning Singapore into a successful city and left the city to Farquhar to handle.	Before leaving Singapore, Raffles did leave some plans and policies that were important for the development of the settlement.
arg168772_arg168794	A1Z4N3YCR37HME	a2	Before leaving Singapore, Raffles did leave some plans and policies that were important for the development of the settlement.	It was Raffles who signed the treaty with the Sultan Hussein,not Farquhar. Farquhar was just Raffles subordinate.
arg168772_arg168835	A1PPSQ5PBCZ9JY	a1	Before leaving Singapore, Raffles did leave some plans and policies that were important for the development of the settlement.	Even though it is true that Raffles did not work closely with the population to develop Singapore, he provided plans, ideas and was going to put them in action by himself when his superiors ordered him to Bencoolen. Hence it was common sense for Raffles to leave his subordinate to finish his ideas
arg580842_arg168772	A1LFFY1IGRXZEA	a1	Raffles had a vision for Singapore that it will be an orderly, elegant, rational and modern and he worked towards it. And while Raffles was gone, Farquhar developed Singapore poorly causing Raffles to feel dissappointed.	Before leaving Singapore, Raffles did leave some plans and policies that were important for the development of the settlement.
arg168772_arg168824	A2BBSZIOGV2LRW	a2	Before leaving Singapore, Raffles did leave some plans and policies that were important for the development of the settlement.	Raffles was the person who signed a treaty with the Temenggong and also the Sultan Hussien, and not William Farquhar. I agree that William Farquhar was the one that remained in Singapore to keep it running and also developed it further, but Raffles was the one who gave him the position because he had to leave and return to Bencoolen, also, he was the one who laid out the foundation of Singapore's Development, so he should be considered a founder.
arg168772_arg168775	A2NWLGT4RVZ1TT	a2	Before leaving Singapore, Raffles did leave some plans and policies that were important for the development of the settlement.	It was Raffles that led the expedition in order to find a new trading port. Farquhar only tagged along with Raffles. So even if Farquhar did not come Raffles would have still founded Singapore.
arg168815_arg168772	A2S2CN7P2X1ARW	a1	To be able to have a succeful trading port you must have good contacts with many people and raffles had those contacts without him we would not have a trading port at all! I would like to mention that raffles had all the important qualities of a founder and he was in good position to do so. He invested a lot and we therefore credit him as our founder! We say Obama is the "founder" of health reform WHY because he was in such a high position and he could do something like invest money time and effort in such a project.	Before leaving Singapore, Raffles did leave some plans and policies that were important for the development of the settlement.
arg168772_arg168810	AE861G0AY5RGT	a1	Before leaving Singapore, Raffles did leave some plans and policies that were important for the development of the settlement.	Raffles established local magistrate in Singapore.This local magistrate led to activities such as public gambling and slavery to be controlled Farquar protected Singapore from the Dutch attacks and attracted traders to Singapore while Raffles was away.
arg168800_arg168772	A3UF62O23KAZBW	a1	Some would say that raffles left singapore for a few years and left farquer incharge therefore he negleted us. Imagine SST Ngee Ann Poly and NTU have done so much for us and are considered the founders of us are you trying to imply that because now they are back taking care OF THEIR OWN SCHOOLS. Another good example would be if Lee Hsien Lioeng took a day off for family time would you say he is not our prime minister anymore? Would you say he is neglecting singapore? He has a life!	Before leaving Singapore, Raffles did leave some plans and policies that were important for the development of the settlement.
