#id	rank	argument	turkID
12402	0.06679	From a religious standpoint gay marriage isn't even possible. Let along right. But everyone isn't religious or adheres to specific religious guidance. <br/> Marriage is defined as between a woman and a man. So the word "marriage" may be misused in this case. Civil unions, well that's a different matter.	A1ZXXCUFJBA93V
69708	0.12356	Of course its wrong. <br/> Why do you think Aids exists?	A1ZXXCUFJBA93V
12447	0.06679	Is marriage really just about "love?" I think not. It's about societal norms. It's about legal rights. It's about families. It's about generations. It's about example. It's about commitment. It's about tax breaks. It's about parental roles. If it were just about "love" then I could marry my dog and two kids at the local middle-school could get married as well. It's not only about love.	A1ZXXCUFJBA93V
69699	0.09517	its just unnatural because all sexual creatures mate with the opposite sex.	A1ZXXCUFJBA93V
12399	0.09517	for the record - I am not gay. I'm married and have a little daughter.	A1ZXXCUFJBA93V
12430	0.06679	If being homosexual was natural then <br/> 1. There would only be possibly 6 people on the earth...meaning none of the people making up these sarcastic remakes would be around....heck I wouldn't be around <br/> 2. If homosexuality was natural then the butthole would be in the front part of the body. <br/> Its never been accepted as "natural" by society only till now. So i'm pretty sure thousands of years of recorded human history have a little more weight than some piss ant liberal venting on how its unfair.	A1ZXXCUFJBA93V
65364	0.12356	Marriage evolved because of moral and religious grounds rather than a mere union approved by the state... To debase marriage just to accomodate base desires of gay couples in disguise if a right is simply stupid...	A1ZXXCUFJBA93V
76796	0.06679	Why don't we just get rid of any incentive to be married, politically that is. No tax deductions, no married filing jointly; nothing. Let the churches perform marriages, get the government out completely. If a particular denomination wants to condone homosexuality let them, it's them that are going against their religion. <br/> I don't support it. Like I said, if there were not tax breaks or incentives to be married in the eyes of the state, who cares. My church doesn't support it. It irks me that people who claim to Christians support it and even allow homosexual clergy.	A1ZXXCUFJBA93V
70614	0.12356	Two men/women together does not seem natural. Although we know the world is changing and there are new ideas the purpose of two humans being together is to reproduce and make new life. Marriage is in front of God and the words are taken from the Bible but it is obvious that God does not approve of this so doesn't it seem ironic in a way?	A1ZXXCUFJBA93V
829248463	0.17182	the last comment was put on the wrong side, my bad	A1ZXXCUFJBA93V
70614	0.17544	Two men/women together does not seem natural. Although we know the world is changing and there are new ideas the purpose of two humans being together is to reproduce and make new life. Marriage is in front of God and the words are taken from the Bible but it is obvious that God does not approve of this so doesn't it seem ironic in a way?	A18QTARQHC83F2
72397	0.32456	I am a christian. The bible says plain out that homosexuality is wrong. Call me pathetic, weak, or whatever you want to call me, but I know for sure that the bible is the TRUTH, the WHOLE truth, and the ONLY truth.	A18QTARQHC83F2
12421	0.17544	The real issue is - why is the government involved in this issue at all? We take a personal, religious institution and regulate it, then the government comes back and wants to redefine it. <br/> It should not be a political issue, because my personal, religious things should be separate from government regulation. <br/> Marriage and the government should not mix. That solves the "problem".	A18QTARQHC83F2
76357	0.32456	HOMOSEXUALITY IS WRONG!!!! And I like this website but I don't find it very clear. This one is better : theworlddebating.com	A18QTARQHC83F2
12417	0.06268	Gay people are making a terrible mistake. I think they are living the life right now with not having to commit to anything. If it was like that for normal marriage life would be a whole lot better.	ALSMSDQNVZ6IZ
12413	0.41784	Why are you arguing about a U.S. decision when you are in Canada?	ALSMSDQNVZ6IZ
76796	0.03388	Why don't we just get rid of any incentive to be married, politically that is. No tax deductions, no married filing jointly; nothing. Let the churches perform marriages, get the government out completely. If a particular denomination wants to condone homosexuality let them, it's them that are going against their religion. <br/> I don't support it. Like I said, if there were not tax breaks or incentives to be married in the eyes of the state, who cares. My church doesn't support it. It irks me that people who claim to Christians support it and even allow homosexual clergy.	ALSMSDQNVZ6IZ
69708	0.38904	Of course its wrong. <br/> Why do you think Aids exists?	ALSMSDQNVZ6IZ
48935	0.03388	From a biological standpoint, men and women were "engineered" to be together. This idea was corrupted by the morals and society of our time.	ALSMSDQNVZ6IZ
30502	0.06268	I'm an avid christian and I believe that gay marriage is wrong beyond belief. This country was founded on christian beliefs, and we should adhere to the belifs used to make us what we are today.	ALSMSDQNVZ6IZ
73436	0.17544	Marriage is between a man and a woman. It has always been so. If two people want to live in Sin together, I have no problem with that. However, they shouldn't be rewarded with tax breaks. And I sure don't want them to have a platform to spew their garbage and cram it down my kids' throat. Since Homosexuality is a learned sin (think about it) I don't want my kids to learn that it is ok. This public exposure/support of the homosexuals isn't good for morality, and if morality goes, then so does society. (Lord of the Flies)	A2AYYBCUJDPLJF
12431	0.32456	I did not propose "separate but equal." I proposed "distinct and different." Man/woman relationships, especially in the aggregate, have a very different set of implications than man/man and woman/woman relationships. If the law is to contemplate man/woman relationships intelligently, it has to be able to isolate them. <br/> A law requiring separate schools and public accomodations for homosexual people would violate "separate but equal." Law defining marriage as a man/woman relationship does not.	A2AYYBCUJDPLJF
69699	0.17544	its just unnatural because all sexual creatures mate with the opposite sex.	A2AYYBCUJDPLJF
69708	0.32456	Of course its wrong. <br/> Why do you think Aids exists?	A2AYYBCUJDPLJF
69699	0.35088	its just unnatural because all sexual creatures mate with the opposite sex.	A2MUOK11R9WEJM
12433	0.64912	"This idea is essentially playing with semantics." <br/> I did not propose that there be a separate but identical marriage for homosexual relationships and that it be called "civil unions." <br/> "Furthermore, the effects on society are bound to be minimal..." <br/> This is the type of reasoning that the slippery slope argument applies perfectly to. Why not let any small group demand a change with little relative impact? <br/> "...why challenge any assumption?" <br/> I'm not arguing that law shouldn't change. I'm arguing that law developed under one set of assumptions should be blindly applied to a different scenario. Read my rebuttal to res0ndf7 for more on this line.	A2MUOK11R9WEJM
265924403	0.35088	Basing the bible it's definitely wrong and realistically marriage is intended for man and a woman it's one way of saying to reproduce.	A3NY8GOZ62FOCI
12441	0.64912	Is incestual marriage right or wrong? Does gay marriage include incestual homosexual marriage? <br/> Which country legalized homosexual unions which lead to a lower marriage rate?	A3NY8GOZ62FOCI
12433	0.06179	"This idea is essentially playing with semantics." <br/> I did not propose that there be a separate but identical marriage for homosexual relationships and that it be called "civil unions." <br/> "Furthermore, the effects on society are bound to be minimal..." <br/> This is the type of reasoning that the slippery slope argument applies perfectly to. Why not let any small group demand a change with little relative impact? <br/> "...why challenge any assumption?" <br/> I'm not arguing that law shouldn't change. I'm arguing that law developed under one set of assumptions should be blindly applied to a different scenario. Read my rebuttal to res0ndf7 for more on this line.	A2MXHH2IKU4UWJ
12449	0.11432	For anyone who tries to follow these threads of arguments and rebuttals, it looks like chasbas' argument which I rebutted on Feb 07, 2007 07:09 has been deleted, presumably by chasbas. I wish the argument/rebuttal system on the site were better.	A2MXHH2IKU4UWJ
12399	0.41194	for the record - I am not gay. I'm married and have a little daughter.	A2MXHH2IKU4UWJ
69708	0.41194	Of course its wrong. <br/> Why do you think Aids exists?	A2MXHH2IKU4UWJ
12431	0.35088	I did not propose "separate but equal." I proposed "distinct and different." Man/woman relationships, especially in the aggregate, have a very different set of implications than man/man and woman/woman relationships. If the law is to contemplate man/woman relationships intelligently, it has to be able to isolate them. <br/> A law requiring separate schools and public accomodations for homosexual people would violate "separate but equal." Law defining marriage as a man/woman relationship does not.	A3AGBTMJGYTG8
48935	0.64912	From a biological standpoint, men and women were "engineered" to be together. This idea was corrupted by the morals and society of our time.	A3AGBTMJGYTG8
