#id	rank	argument	turkID
12592	0.30319	I can prove to you that humans have not evolved since the beginning of recorded history	A3A4GDZBRQOGDS
12579	0.39362	Actually, creationism is an argument that has been in existence since the beginning of recorded history <br/> With the writing of the Old Testament <br/> I think you are referring to a time of more recent Christianity <br/> So the Biblical account is an argument which has been in existance much longer than your note	A3A4GDZBRQOGDS
12582	0.30319	Was there a historical record of man evolving? <br/> dang, I must have missed it	A3A4GDZBRQOGDS
70855	0.06179	There has to have been a creator. If you believe in 'The Big Bang', then that's fine. But what caused it? And if it was caused by certain gases reacting with each other, then where did those gases come from? It doesn't matter how you think this universe came to be. The point is that it can't have just appeared. There must have been a creator.	A1H9K272M95FTZ
12573	0.11432	* <br/> If evolution is true.... <br/> How come people aren't still evolving?	A1H9K272M95FTZ
70818	0.41194	If evealution is real find me someone/something that is half way	A1H9K272M95FTZ
39335	0.41194	1. why is creation not science? <br/> 2. why is this classified under the religion category? <br/> 3. you disillusioned ppl think you look like monkeys?	A1H9K272M95FTZ
12591	0.23231	Actually you must know nothing about debate because what I am doing is called <br/> "Cross Examining" <br/> and it is a very common tactic for exposing holes in an opponent's position <br/> Also, Calling names never won a debate <br/> You just can't answer my questions and I'm sure that is frustrating for you	A2AYYBCUJDPLJF
68938	0.22133	Could a unproven higher power have created a perfect world that appeared to have existed for more than 10 million years when really it is only 1 hundred thousand years old?	A2AYYBCUJDPLJF
12589	0.02388	That doesn't make much sense. Why are we still evolving and the monkeys aren't? <br/> Why aren't fish jumping out of the water and growing legs? <br/> I mean, if it happened billions of years ago than how come its not happening today? <br/> Why can't we find psuedo-hybrid fish with legs forming? <br/> What caused evolution to stop happening for a mysterious time of thousands of years?	A2AYYBCUJDPLJF
12585	0.03402	Ah yes, the classic peppered moth argument <br/> I'm very familiar with it <br/> I'm not sure how that proves the evolutionary process <br/> Both moth colors have always been there <br/> Its just a matter of which is it easier for their prey to see. That's not evolution- <br/> That's a diet plan	A2AYYBCUJDPLJF
12573	0.02388	* <br/> If evolution is true.... <br/> How come people aren't still evolving?	A2AYYBCUJDPLJF
68913	0.04417	In the 21'st century, we have come to a point where the only way for us to evolve is to start to create. Creation is evolution just with more responsibility placed on mankind.	A2AYYBCUJDPLJF
57300	0.02388	now tell me this evolution beleivers... how is it that evolution is true, and man kind is currently not evolving? and how is it (for those of you whom HAVE religion), that adam and eve were the first of the human race to walk on this very planet, the 'parents' of mankind? in arabic makind is 'bani adam' which literally means the tribe of adam...	A2AYYBCUJDPLJF
12577	0.05432	Why do you assume that god needs to operate within the constraints of time when accusing him of wasting his time? :)	A2AYYBCUJDPLJF
12580	0.02388	That's your best argument - "Because they don't" ? <br/> I thought there was a reason for everything... <br/> I don't see the squirrel outside my window evolving. In fact, I'm pretty sure squirrels have looked and acted the same for thousands of years. <br/> How does an animal aquire a trait that he wasn't born with? Does he just wish for it really hard and it magically grows? <br/> And you proved my point - "species have certain characteristics and properties" <br/> I noticed you didn't mention that their characteristics randomly change <br/> And by the way, I'm just wondering because I'm a curious person... <br/> what insects are you talking about?	A2AYYBCUJDPLJF
12595	0.15917	Believing "Evolution" as in Darwinism and the like, is like believing the puzzle can be solved by pouring the pieces out because two pieces kind of stuck together.	A2AYYBCUJDPLJF
12563	0.15917	Oops, I meant to say creationist version of evolution. My apologies.	A2AYYBCUJDPLJF
70855	0.35088	There has to have been a creator. If you believe in 'The Big Bang', then that's fine. But what caused it? And if it was caused by certain gases reacting with each other, then where did those gases come from? It doesn't matter how you think this universe came to be. The point is that it can't have just appeared. There must have been a creator.	AAF8WL2MYB9P
67586	0.64912	although i voted for evolution... creation is easier to accept due to the fact that someone somewhere had to change aspects of the universe in order for us to exist.	AAF8WL2MYB9P
12587	0.35088	What I meant was that in the situation, both moths were present at the time of the observation - both colored moths were on the trees to begin with... <br/> "Then the darkness was selected for when the environment changed during the Industrial Revolution." <br/> -Who selects this mutation to occur? Does it just happen by good fortune?	A296H1EYAD611H
12582	0.64912	Was there a historical record of man evolving? <br/> dang, I must have missed it	A296H1EYAD611H
12582	0.11696	Was there a historical record of man evolving? <br/> dang, I must have missed it	A1C0H8G0YI15MN
12565	0.21637	k, I believe that 'God' created and then tweaked via evolution? <br/> we all find out within 100 years anyways....	A1C0H8G0YI15MN
70855	0.11696	There has to have been a creator. If you believe in 'The Big Bang', then that's fine. But what caused it? And if it was caused by certain gases reacting with each other, then where did those gases come from? It doesn't matter how you think this universe came to be. The point is that it can't have just appeared. There must have been a creator.	A1C0H8G0YI15MN
