#id	rank	argument	turkID
arg203471	0.35088	Gym class is a useless class that students waste time in. There should be a test and if people can not run a mile without stopping every couple feet they should join. There is also the fact people can join to get prepared for sports. Students should have that class time to use it towards their careers and not a class that is just there.	A1CF6U3GF7DZEJ
arg96565	0.64912	some children simply cannot take pe. 4 example some r already in athletics and they are alreaddy training like crazy	A1CF6U3GF7DZEJ
arg39274	0.03000	while yes phys. ed. classes should still be in high schools they shouldnt be mandatory(especially not all 4 years of HS). maybe just having PE be an optional class and having one year be a mandatory thing instead of a continuous PE class. in lower grades, yes it should be mandatory because little kids are more likely to gain and lose weight in weird patterns. That Is All.	A18QTARQHC83F2
arg337014	0.29189	Expensive, embarrassing for some, unfair for AP students that aren't in varsity sports because varsity athletes can waive the class.	A18QTARQHC83F2
arg203471	0.27811	Gym class is a useless class that students waste time in. There should be a test and if people can not run a mile without stopping every couple feet they should join. There is also the fact people can join to get prepared for sports. Students should have that class time to use it towards their careers and not a class that is just there.	A18QTARQHC83F2
arg625211	0.20000	Well Well Well. I had muscle cramps all over when I am doing intensive exercises like doing a long run. You know, people are all made different, some maybe have longer stamina and are suitable for long distance runs and more intensive exercises. In contrast, people like me have lesser stamina and only suitable for less intensive exercises. Really, why force everyone to be the same?	A18QTARQHC83F2
arg351382	0.20000	Physical Ed causes many problems. Also, we shouldnt need Phys Ed to graduate school.	A18QTARQHC83F2
arg202606	0.41194	I'm in school and P.E. just make kids unhappy,a lot of people get sad because they are chosen last,they can't play for example I suck at P.E. class I hate I'm always the last to be chosen for the teams and it's not cool and it's not just obese kids there are many obese adults who did P.E. and didn't helped in anything	A2Z3I9XW0SHBPY
arg96565	0.41194	some children simply cannot take pe. 4 example some r already in athletics and they are alreaddy training like crazy	A2Z3I9XW0SHBPY
arg263839	0.06179	No. PE has been around since more than 200 years ago. Today, the PE is barely taking any effect, mainly because of kids stuffing themselves up with junk food. We should come up with better ways to prevent obesity, such as a healthy eating campaign.	A2Z3I9XW0SHBPY
arg351382	0.11432	Physical Ed causes many problems. Also, we shouldnt need Phys Ed to graduate school.	A2Z3I9XW0SHBPY
arg244432	0.35088	if students so not have a physical education class then the obesity rate will go even higher than what it is now. that onw of the reason why also physical education reduce heart failure, improved physical fitness, weight reduction, self dicipline, and also stress reduction.	A2PXHPL4KYIQIF
arg96567	0.64912	The minimum length for an argument is 50 characters. The purpose of this restriction is to cut down on the amount of dumb jokes, so we can keep the quality of debate and discourse as high as possible.	A2PXHPL4KYIQIF
arg639971	0.35088	There are plenty of students who don't like Physical Education, so, it should be an elective subject.	A1RD9IYA6YZ4GA
arg202606	0.64912	I'm in school and P.E. just make kids unhappy,a lot of people get sad because they are chosen last,they can't play for example I suck at P.E. class I hate I'm always the last to be chosen for the teams and it's not cool and it's not just obese kids there are many obese adults who did P.E. and didn't helped in anything	A1RD9IYA6YZ4GA
arg639971	0.50000	There are plenty of students who don't like Physical Education, so, it should be an elective subject.	ARJ0F18K5RKQE
arg96566	0.50000	it is simply too tiring. simply. so that is the reason why physical education should not be compulsory.The minimum length for an argument is 50 characters. The purpose of this restriction is to cut down on the amount of dumb jokes, so we can keep the quality of debate and discourse as high as possible.	ARJ0F18K5RKQE
arg337014	0.50000	Expensive, embarrassing for some, unfair for AP students that aren't in varsity sports because varsity athletes can waive the class.	ABS2EYLS7OW2J
arg582041	0.50000	It must not be mandatory, but at least a requirements but not more often. How would you consider PE if the child is not so well? And if possible separate boys from girls, for boys assign some good games of physical education activity to them, same thing with girls, give them games for girls ideas.	ABS2EYLS7OW2J
arg625211	0.35088	Well Well Well. I had muscle cramps all over when I am doing intensive exercises like doing a long run. You know, people are all made different, some maybe have longer stamina and are suitable for long distance runs and more intensive exercises. In contrast, people like me have lesser stamina and only suitable for less intensive exercises. Really, why force everyone to be the same?	A1LD5OQRRJCEED
arg202606	0.64912	I'm in school and P.E. just make kids unhappy,a lot of people get sad because they are chosen last,they can't play for example I suck at P.E. class I hate I'm always the last to be chosen for the teams and it's not cool and it's not just obese kids there are many obese adults who did P.E. and didn't helped in anything	A1LD5OQRRJCEED
arg203471	0.35088	Gym class is a useless class that students waste time in. There should be a test and if people can not run a mile without stopping every couple feet they should join. There is also the fact people can join to get prepared for sports. Students should have that class time to use it towards their careers and not a class that is just there.	A1XJ9VFOJ4LP2X
arg639971	0.64912	There are plenty of students who don't like Physical Education, so, it should be an elective subject.	A1XJ9VFOJ4LP2X
arg245105	0.05254	i'm not pleased with the idea to increase P.E. requirement. First, i thinks that it is not up to the college to require students to exercise. i believes that students have the responsible to choose whether or not to work out. Also, i says that there shouldn't be any P.E. requirement in the college. According to me, the college is a place to train our brain not our body. i adds that if students do need exercise, they can exercise on their own as me. i goes hiking and plays basketball in my neighborhood.	A35V3K3PZ1ULET
arg244432	0.09720	if students so not have a physical education class then the obesity rate will go even higher than what it is now. that onw of the reason why also physical education reduce heart failure, improved physical fitness, weight reduction, self dicipline, and also stress reduction.	A35V3K3PZ1ULET
arg39274	0.05254	while yes phys. ed. classes should still be in high schools they shouldnt be mandatory(especially not all 4 years of HS). maybe just having PE be an optional class and having one year be a mandatory thing instead of a continuous PE class. in lower grades, yes it should be mandatory because little kids are more likely to gain and lose weight in weird patterns. That Is All.	A35V3K3PZ1ULET
arg201958	0.09720	a PE teachers job must be really easy. they dont need to learn anything, all they have to do is yell at kids for an hour.	A35V3K3PZ1ULET
arg216633	0.35026	I HATE P.E. I have to run so much and I hate it soooo much!!!!!	A35V3K3PZ1ULET
arg351382	0.35026	Physical Ed causes many problems. Also, we shouldnt need Phys Ed to graduate school.	A35V3K3PZ1ULET
arg351382	0.35088	Physical Ed causes many problems. Also, we shouldnt need Phys Ed to graduate school.	A1XP5837MNKR3S
arg216634	0.64912	P.E doesn't help fat kids the fat kids just eat too much or they are growing and eventually they will be normal.	A1XP5837MNKR3S
arg245105	0.35088	i'm not pleased with the idea to increase P.E. requirement. First, i thinks that it is not up to the college to require students to exercise. i believes that students have the responsible to choose whether or not to work out. Also, i says that there shouldn't be any P.E. requirement in the college. According to me, the college is a place to train our brain not our body. i adds that if students do need exercise, they can exercise on their own as me. i goes hiking and plays basketball in my neighborhood.	A2NMSL08RWZUK8
arg39274	0.64912	while yes phys. ed. classes should still be in high schools they shouldnt be mandatory(especially not all 4 years of HS). maybe just having PE be an optional class and having one year be a mandatory thing instead of a continuous PE class. in lower grades, yes it should be mandatory because little kids are more likely to gain and lose weight in weird patterns. That Is All.	A2NMSL08RWZUK8
arg582041	0.17544	It must not be mandatory, but at least a requirements but not more often. How would you consider PE if the child is not so well? And if possible separate boys from girls, for boys assign some good games of physical education activity to them, same thing with girls, give them games for girls ideas.	AA2ZTCQHD1N0N
arg96565	0.32456	some children simply cannot take pe. 4 example some r already in athletics and they are alreaddy training like crazy	AA2ZTCQHD1N0N
arg244432	0.17544	if students so not have a physical education class then the obesity rate will go even higher than what it is now. that onw of the reason why also physical education reduce heart failure, improved physical fitness, weight reduction, self dicipline, and also stress reduction.	AA2ZTCQHD1N0N
arg54267	0.32456	Physical education does absolutely nothing for the children's health and/or lifestyle. Let me describe my PE experience. <br/> Throughout my public education career, PE has been mandatory for each year. This has involved barely moving, standing talking with friends, half-hearted volleyball/dodgeball, yearly physical fitness tests that don't require effort, DDR, bouncing on fitness balls, and, most recently at my arts high school, watching sports documentaries and playing Wii Sports. <br/> Unless public education is reformed, health classes can teach children what they need to know about fitness and nutrition, because PE classes are severely lacking.	AA2ZTCQHD1N0N
arg639971	0.35088	There are plenty of students who don't like Physical Education, so, it should be an elective subject.	A14YPM3N35E8V8
arg485419	0.64912	Sport should not be compulsaryy!!!!!!!!!!!!!!! <br/> So man kids get bullied in pe because they are fatter then others or more unfit! Bullies pick there victims each day in pe so all u guys on the affirmative team are WRONG!	A14YPM3N35E8V8
arg271353	0.35088	OK no and yes I think p.e should be education which is teaching students how to eat right and live a healthy life style not making a fat kid run 10 laps around a track but showing them that eating right and exercise can BE FUN not having an obese child being bully because they can't run as fast as someone else. That is what physical education could be real EDUCATION. Students should not feel bad if they can't run a 5k or do 20 push ups	A3MENHQ3JD3JMM
arg216634	0.64912	P.E doesn't help fat kids the fat kids just eat too much or they are growing and eventually they will be normal.	A3MENHQ3JD3JMM
arg201958	0.50000	a PE teachers job must be really easy. they dont need to learn anything, all they have to do is yell at kids for an hour.	A9K8D2QGV413I
arg351382	0.50000	Physical Ed causes many problems. Also, we shouldnt need Phys Ed to graduate school.	A9K8D2QGV413I
arg216634	0.17544	P.E doesn't help fat kids the fat kids just eat too much or they are growing and eventually they will be normal.	A1YIBA1KYF80UD
arg96567	0.32456	The minimum length for an argument is 50 characters. The purpose of this restriction is to cut down on the amount of dumb jokes, so we can keep the quality of debate and discourse as high as possible.	A1YIBA1KYF80UD
