#id	rank	argument	turkID
49684	0.25000	It is no more wrong than any other form of expression that is used for exploitation.	A18QTARQHC83F2
54763	0.25000	Porn isn't inherently wrong because It really can't substantially harm anyone who isn't involved in it by choice.It really is just as simple as that.	A18QTARQHC83F2
37675	0.25000	Porn is entertainment. Is it wrong and evil to have swear words in songs, because some people don't like it? Of course not. Should sex scenes in movies or TV shows be illegal? Nope. If you do not like porn, don't watch it. If you like it, it is your right to watch it.	A18QTARQHC83F2
13986	0.25000	All humans have sexual desires. Sometimes, one just isn't in the mood for sex, and would like simple release. Pornography facilitates this.	A18QTARQHC83F2
61111	0.35088	Everyone has sex, so making a profit on it isn't wrong it's genius	A3TDIHNXMV9YBQ
37291	0.64912	whatever ? <br/> porn is a f**king way of life ? <br/> i bet yous any money that all the people on the yes argument on how porn is wrong are virgins :L	A3TDIHNXMV9YBQ
13990	0.50000	I note that whenever someone starts in on the "Porn is ebil 'n' degrading" spiel, they focus exclusively on women. <br/> As if there's no such thing as porn *actors*. (What, men don't count?) <br/> Porn is a form of entertainment. No more. No less. Any arguement otherwise is just "Feminist" bullsh*t.	A2J4A3FM82SHCB
13991	0.50000	I also find it telling that there's (as of now) seven votes for "Porn is wrong", but no one is willing (able?) to say why.	A2J4A3FM82SHCB
69927	0.35088	Some people say God is against porn. But we won't know that because the bible does not mench porn because it did not exist during biblical times. So how do we know it is a sin?	A2YZ88M5D3RYPX
58869	0.64912	porn is not wrong unless its sick porn eg child,animal or rape but the other pornography is ok aslong as its viewed in a discreet manner.	A2YZ88M5D3RYPX
13990	0.35088	I note that whenever someone starts in on the "Porn is ebil 'n' degrading" spiel, they focus exclusively on women. <br/> As if there's no such thing as porn *actors*. (What, men don't count?) <br/> Porn is a form of entertainment. No more. No less. Any arguement otherwise is just "Feminist" bullsh*t.	A334Z0TMN42LUE
37291	0.64912	whatever ? <br/> porn is a f**king way of life ? <br/> i bet yous any money that all the people on the yes argument on how porn is wrong are virgins :L	A334Z0TMN42LUE
13986	0.14925	All humans have sexual desires. Sometimes, one just isn't in the mood for sex, and would like simple release. Pornography facilitates this.	A1RD9IYA6YZ4GA
58869	0.21269	porn is not wrong unless its sick porn eg child,animal or rape but the other pornography is ok aslong as its viewed in a discreet manner.	A1RD9IYA6YZ4GA
54763	0.21269	Porn isn't inherently wrong because It really can't substantially harm anyone who isn't involved in it by choice.It really is just as simple as that.	A1RD9IYA6YZ4GA
