#id	rank	argument	turkID
arg218504	0.50000	Yes I would say it has you relax in case your tired, but you can read to relax as well. Plus have you ever considered about the commercials and how annoying they are?	A2I5HGFRL5GVQJ
arg135630	0.50000	I love TV sooooooo much I can watch what ever i want and it is just the best. <br/> with TV you can watch DVDs and play on playstations.	A2I5HGFRL5GVQJ
arg135683	0.35088	I'm not sayin this cuz I love the tube, but you get more imformation than you think in the tube. <br/> EX) News, Baseball, Spongebob, etc.	A1CF6U3GF7DZEJ
arg135777	0.64912	can people say some points on TV is better than books because at our school were doing a debate can you please help!!!	A1CF6U3GF7DZEJ
arg420291	0.02018	I like tv tv is cool and tv is great tv is like the baby in my womb it is like the sun in the morning is is like the cool brisk air on your first day of school it is like the day you get diegnosedca with cancer it is like the day when you find out that you are lesbian it is like the day that you realize you just wasted your time reading this	A18QTARQHC83F2
arg135777	0.02876	can people say some points on TV is better than books because at our school were doing a debate can you please help!!!	A18QTARQHC83F2
arg376788	0.02876	BOOKZ SUCK BECAUSE it iz harder To SPELL lollollollollollollollollollollollollollollollol lollollollollollollollollollollollollollollollol lollollollollollollollollollollollollollollollol lollollollollollollollollollollollollollollollol lollollollollollollollollollollollollollollollol lollollollollollollollollollollollollollollollol lollollollollollollollollollollollollollollollol lollollollollollollollollollollollollollollollol	A18QTARQHC83F2
arg420287	0.13454	I like tv because you can watch all the porn you want with your family	A18QTARQHC83F2
arg135630	0.13454	I love TV sooooooo much I can watch what ever i want and it is just the best. <br/> with TV you can watch DVDs and play on playstations.	A18QTARQHC83F2
arg624272	0.02018	I learned English through TV. <br/> Technically, I learned English through interaction with native speakers, but TV helped a lot more than books.	A18QTARQHC83F2
arg624244	0.03734	It Improves academic skills of a child .Television has made children enthusiastic and confident. <br/> Children improve their academics and increase their ideas and innovations!!!	A18QTARQHC83F2
arg585686	0.02018	TV is important for communication. This is to cross the charector limit.	A18QTARQHC83F2
arg399268	0.03734	you can get the "Foxtel Go" app on your Ipad so you can watch TV where ever and whenever you want.	A18QTARQHC83F2
arg525686	0.13454	tv is better than book dathu ihfej tijkjdrk xtklp09 guil09 sfjiiytg dh,lut457 p[];o;l	A18QTARQHC83F2
arg624528	0.13454	Because it is a source of entertainment also its help people that cant read :)	A18QTARQHC83F2
arg135741	0.13454	You can watch TV in one sitting where as a book takes all day to read. So no physical exercise will get done reading books. Exercise shows on TV make you move. SO TV IS WAY BETTER THEN BOOKS!!!!!!!	A18QTARQHC83F2
arg618914	0.13454	Unless the brain is used no human being can understand any medium. Be it TV or books. By watching the television people can create a make believe situation and think. "What if they would go left? They would be SAVED, wouldn't they?" Even viewing tv requires brains. And moreover we can watch television in the dark. But to read a book you need the lights on. Which also wastes electricity.	A18QTARQHC83F2
arg585676	0.48649	Television uses electricity and books such as harry potter are made of trees so it causes more damage to the environment.	A11GYU0YHHLNQ0
arg420287	0.25676	I like tv because you can watch all the porn you want with your family	A11GYU0YHHLNQ0
arg135689	0.25676	you can just sit on the couch with some crisps or a burger or sweets and watch tv when you cant be botherd to to anything else	A11GYU0YHHLNQ0
arg376774	0.07113	TV is better because you can just explore the world while sitting on a couch	ACBCCAOV8UIKY
arg218504	0.10136	Yes I would say it has you relax in case your tired, but you can read to relax as well. Plus have you ever considered about the commercials and how annoying they are?	ACBCCAOV8UIKY
arg640285	0.10136	i believe books are better(i believe i can fly...) <br/> So true	ACBCCAOV8UIKY
arg135675	0.20602	I think that TV is good because it is faster and some people cant read	ACBCCAOV8UIKY
arg135777	0.15869	can people say some points on TV is better than books because at our school were doing a debate can you please help!!!	ACBCCAOV8UIKY
arg585686	0.15869	TV is important for communication. This is to cross the charector limit.	ACBCCAOV8UIKY
arg243908	0.07113	People who are against tv keep on saying that it causes obesity. <br/> I'm not going to go for a run and bring a book to read on the way. I think it is much easier to exercise watching tv then reading a book. <br/> In gyms people do not have books infront of them, instead they have telvisions. <br/> Studies have shown that telivision is even more stimulating than books.	ACBCCAOV8UIKY
arg399270	0.13160	Without TV actors/actresses wouldn't have jobs. <br/> Without TV you wouldn't know what's happening around the world. I mean the newspapers can't fit all that in. <br/> Books and newspapers can't give you emergency warnings or updates or new flashes	ACBCCAOV8UIKY
arg135630	0.35088	I love TV sooooooo much I can watch what ever i want and it is just the best. <br/> with TV you can watch DVDs and play on playstations.	AINIEH1ZNAGEA
arg376788	0.64912	BOOKZ SUCK BECAUSE it iz harder To SPELL lollollollollollollollollollollollollollollollol lollollollollollollollollollollollollollollollol lollollollollollollollollollollollollollollollol lollollollollollollollollollollollollollollollol lollollollollollollollollollollollollollollollol lollollollollollollollollollollollollollollollol lollollollollollollollollollollollollollollollol lollollollollollollollollollollollollollollollol	AINIEH1ZNAGEA
arg585674	0.35088	A picture is worth a thousand words. TV lets you see and hear a story, or information. Imagine just reading about the recent disasters in Japan, Alabama and Missouri vs. seeing them and seeing interviews with survivors. Much more powerful and immediate on TV. <br/> Books take too much time. TV gives the info much faster.	A2VWFLPHNJF8CA
arg624528	0.64912	Because it is a source of entertainment also its help people that cant read :)	A2VWFLPHNJF8CA
arg243908	0.35088	People who are against tv keep on saying that it causes obesity. <br/> I'm not going to go for a run and bring a book to read on the way. I think it is much easier to exercise watching tv then reading a book. <br/> In gyms people do not have books infront of them, instead they have telvisions. <br/> Studies have shown that telivision is even more stimulating than books.	A3MWMCCWJZ7I8G
arg640285	0.64912	i believe books are better(i believe i can fly...) <br/> So true	A3MWMCCWJZ7I8G
arg479199	0.35088	TV is better than books because the educational programs on TV are much more convenient and easy to understand. It is also easy to use for people who cannot see or hear. Books are also likely to be not updated with latest information about a certain topic while information from TV can be much more accurate and useful.	A2DVDYE2SXT0BB
arg399270	0.64912	Without TV actors/actresses wouldn't have jobs. <br/> Without TV you wouldn't know what's happening around the world. I mean the newspapers can't fit all that in. <br/> Books and newspapers can't give you emergency warnings or updates or new flashes	A2DVDYE2SXT0BB
arg585676	0.50000	Television uses electricity and books such as harry potter are made of trees so it causes more damage to the environment.	A3DBTL20G03ADT
arg135675	0.50000	I think that TV is good because it is faster and some people cant read	A3DBTL20G03ADT
arg420288	0.50000	tv is far superior due to its wider variety of thing to do and some people say that tv is incontinent but now you can watch tv on a smart phone witch is very convenient	A2VGC2EYC98RHA
arg363603	0.50000	I think TV is better if you are watching an informational channel and it is better than books because you can switch to different informational channels an search documentaries on different subjects and when you are done learning and ready to relax you can switch to a funny show or what ever you want to watch.	A2VGC2EYC98RHA
arg135741	0.35088	You can watch TV in one sitting where as a book takes all day to read. So no physical exercise will get done reading books. Exercise shows on TV make you move. SO TV IS WAY BETTER THEN BOOKS!!!!!!!	A3M1I6YXFAL8CR
