#id	rank	argument	turkID
800	0.08772	Peppered moths is the ULTIMATE straw man. <br/> The peppered moths experiment was a bad experiment and did not show evolution. That how ever doesn't mean that other experiments/observations don't show evolution. <br/> There is loads of evidence to support evolution. <br/> Genes <br/> Fossil record <br/> Carbon dating <br/> Geological data <br/> VIRUS studies <br/> Ohh yeah, viruses. <br/> Do you know how strains of viruses become immune to anti biotic? They evolve, and because viruses reproduce very quickly they evolve over a shorter time period and can be observed by humans. <br/> Your flu injections are made using evolution science.	A1ZXXCUFJBA93V
79918	0.16228	its simple, how would we be able to adapt to different enviroments. Over time we adapted to what suited us best otherwise why arn't we one skin colour, why are there so many types of animals	A1ZXXCUFJBA93V
780	0.08772	What - is God coming in the year 2100 to judge us then? Not in 2000? <br/> Why would God have to tweak anyhow. The guy is all-powerful. So he created some single-celled organisms billions of years ago, and then said to himself "I'm going to set this thing called evolution going and see what happens. Yes, I'll tweak these tiny organisms a bit. Then maybe humans will evolve some day and I can make Mary give birth to Jesus." <br/> Yes, that all makes a lot of sense. A good use of God's time.	A1ZXXCUFJBA93V
74907	0.16228	I used to think that belief in God was reasonable before the theory of evolution. However, the "who created the creator" argument seems to apply here. An all-knowing all-powerful loving, merciful, personal God is as complex a creature as I can imagine, so complex life cannot be explained by a complex creator.	A1ZXXCUFJBA93V
74767	0.08772	There's no concrete evidence that supports that god exists. <br/> Religion and the bible have too many contradictions and changes that I become less and less convinced in his existence... <br/> Evolution makes more sense to me. <br/> Animals adapt to their environment, and over huge amounts of time will evolve <br/> to be able to survive through different climates and situations.	A1ZXXCUFJBA93V
43519	0.16228	There is no argument need to be made. <br/> The entire scientific community agrees: Evolution happened and is still happening.	A1ZXXCUFJBA93V
58082	0.08772	I like to think both are true. <br/> 1. God created the first things (i don't think adam and ever were really human, maybe single celled. but man had a hard time believing that so we made the first creatures Man) <br/> 2. Those things God created Evolved to fit their surroundings. (there is proof of this, you can not deny this. i do not know if we came from monkeys or not.) <br/> I believe in God and Evolution.	A1ZXXCUFJBA93V
789	0.16228	Really? What if I my opponent has ACTUALLY been brainwashed and indoctrinated since birth? Would that make your arguments any weaker?	A1ZXXCUFJBA93V
794	0.01910	You can actually see evolution happen. Fruit Flies are quite useful for this experiment since the breed, live, and die so quickly. You have to understand evolution happens because of mutations and they survive because those mutations have made it easier for the creature to survive then the others. ie. natural selection. Speciation is also an example of evolution... different species come about because they have adapted to a slightly different enviroment. If you look you can see evolution	A18QTARQHC83F2
29310	0.18580	all i have to say on this issue is that there is actual evidence to support evolution!!	A18QTARQHC83F2
823	0.12731	Why not both? Why can't God have created a way for evolution to happen. <br/> Who says that God did it himself? <br/> Who says that God didn't cause the Big Bang or evolution to occur? <br/> FINAL ANSWER: EVOLUTION THROUGH CREATION	A18QTARQHC83F2
809	0.12731	If you can, then please do so. Illuminate us with your facts! <br/> Do you have brain scans of the first humans? How about average organ sizes? Hair patterns? Facial characteristics? Heart rate records? <br/> Speaking of these factors, how do you sabrejimmy account for the different racial characteristics of modern humans? I'm married to a Japanese woman. Why do we look so different? <br/> Was there in fact an Asian Garden of Eden? And an African Garden of Eden? And a ... <br/> What do you actually believe anyhow?	A18QTARQHC83F2
79918	0.12731	its simple, how would we be able to adapt to different enviroments. Over time we adapted to what suited us best otherwise why arn't we one skin colour, why are there so many types of animals	A18QTARQHC83F2
770	0.12731	Define "order and detail." Existence isn't a BMW. You are falling for the old 'watch maker' argument. You fail to recognize the significance of self replicating systems within a naturally selecting environment. A good read: "The Selfish Gene" by Richard Dawkins. Not as aggressive as his more recent "The God Dilusion," and equally well written.	A18QTARQHC83F2
74907	0.01910	I used to think that belief in God was reasonable before the theory of evolution. However, the "who created the creator" argument seems to apply here. An all-knowing all-powerful loving, merciful, personal God is as complex a creature as I can imagine, so complex life cannot be explained by a complex creator.	A18QTARQHC83F2
804	0.03533	Unfortunately, most of what sabrejimmy says is a load of crap. <br/> This is what makes these kinds of debates pointless. You have some idiot creationists, who don't understand anything about science. <br/> sabrejimmy hasn't attempted to learn anything from this debate. He continues to ask ridiculous questions. <br/> Personally, I think I will have to ignore his future posts. Intelligent debate is satisfying, but this isn't.	A18QTARQHC83F2
