#id	rank	argument	turkID
arg580099	0.11696	Students have the right way to feel and express but it's wrong it's the learning which makes us smart	A3DJJFIYKJTYD9
arg198306	0.21637	School uniform cant save person out of cold or heat like special clothes.	A3DJJFIYKJTYD9
arg233332	0.11696	Only in private schools and even there I would only agree with it because its a voluntary association. You see I think school uniforms supress free speech, and take away from a youth's individuality.	A3DJJFIYKJTYD9
arg386882	0.21637	Bad. I'm too lazy to explain why so take my word for it. I had to wear one for 4 years at school.	A3DJJFIYKJTYD9
arg238471	0.11696	I take the view that, school uniform is very comfortable. Because there is the gap between the rich and poor, school uniform is efficient in many ways. If they wore to plain clothes every day, they concerned about clothes by brand and quantity of clothes. Every teenager is sensible so the poor students can feel inferior. Although school uniform is very expensive , it is cheap better than plain clothes. Also they feel sense of kinship and sense of belonging. In my case, school uniform is convenient. I don't have to worry about my clothes during my student days.	A3DJJFIYKJTYD9
arg252467	0.21637	i dont think its a good idea to keep restrictions becoz thats just going to make students especialy teens more hungry for fashion .its better 2 feed them than keeping them hungry.and once they r away from these restrictions,we will c d othr side of them which is way worse with no morals.so alow people 2 b free with their personalities instead of stoping them.	A3DJJFIYKJTYD9
arg200706	0.35088	We talk about how schools destroy creativity and uniforms are a classic example of that destruction. In most schools with uniforms the students are given the occasional day to were their casual clothes but are then given strict guidelines as to what is acceptable. This is effectively turning "casual clothes" into a twisted "causal" uniform.	A18QTARQHC83F2
arg554188	0.64912	School uniforms are a BAD idea. Kids won't be able to show their color.	A18QTARQHC83F2
arg199550	0.05254	In comparison to civil dress, school uniforms prove to be futile and wasteful once the child is out of school.	A3TDIHNXMV9YBQ
arg203444	0.09720	Their gay! Actually this is just experience... I'm not gay but all the kids that are at my h-school are trying to get a petition signed for uniforms	A3TDIHNXMV9YBQ
arg207279	0.35026	i think we should not wear school cloths because their so weird and the good reason why is that no more bulling and also THERE DUMB STUPID AND GAY	A3TDIHNXMV9YBQ
arg386882	0.35026	Bad. I'm too lazy to explain why so take my word for it. I had to wear one for 4 years at school.	A3TDIHNXMV9YBQ
arg238468	0.05254	I have always maintained that it is a good idea to wear a uniform to school. Why not? because it looks very nice and respectful. This shows the status of schools and students. I always liked to wear a uniform at my school, I felt like a schoolgirl, and brought up.	A3TDIHNXMV9YBQ
arg237112	0.09720	because your own clothes are coolio hoolio, and if you get to wear what you want its coolio hoolio	A3TDIHNXMV9YBQ
arg238468	0.35088	I have always maintained that it is a good idea to wear a uniform to school. Why not? because it looks very nice and respectful. This shows the status of schools and students. I always liked to wear a uniform at my school, I felt like a schoolgirl, and brought up.	A1J64FB25LU3RI
arg251644	0.64912	When yr out of college or High School or whatever, like in a office. You have to choose yr own clothing.	A1J64FB25LU3RI
arg199159	0.25974	I want to mention about wearing school uniform by high school students. it really makes no sense, it's the opposite, it just makes troubles within students and teachers relations. People aged 16-18 do not like any limits and sometimes limiting their freedom can become very serious problem followed by misunderstandings with the rest of people like parents and teachers. What about the controlling person's behavior - it must be done in the childhood, but not in the age when students become adults.	A2IC8ZUATNW1Y4
arg198296	0.37013	It is in not comfortable when you sit for an hours in a classroom.	A2IC8ZUATNW1Y4
arg580099	0.37013	Students have the right way to feel and express but it's wrong it's the learning which makes us smart	A2IC8ZUATNW1Y4
arg554188	0.17544	School uniforms are a BAD idea. Kids won't be able to show their color.	ALSMSDQNVZ6IZ
arg231770	0.32456	i thik thier bad because i think ushould be free with out nobody telling u wat to do	ALSMSDQNVZ6IZ
arg233332	0.17544	Only in private schools and even there I would only agree with it because its a voluntary association. You see I think school uniforms supress free speech, and take away from a youth's individuality.	ALSMSDQNVZ6IZ
arg251373	0.32456	Schools should not create dress codes. <br/> On one hand, yes, uniforms help student focus more on thier work. On another, uniforms also help with keeping order in a school(kids are highly impressionable... etc.....). But kids are allowed ot have thier own creativity. <br/> Just like any other law or code, they can have specific rules to prevent wearing certain things.	ALSMSDQNVZ6IZ
arg199549	0.35088	Another reason argued against school uniforms is that they deprive the children of their individuality. The stress on a uniform dress code in school opposes the spirit of unity in diversity and its celebration. It is even claimed to restrict socialization, a vital aspect of human nature.	A1JUWZGKMIXE4B
arg251309	0.64912	The school my mother works at, plus the school district my cousin's 3 children are in, are utilizing school uniforms. One reason is to "reduce bullying", which in reality, doesn't even address the problem concerning bullying. The only good it does is that it gets rid of or reduces students being bullied because they aren't wearing a specific clothing label that they dictate is the IN thing to wear. While it's a problem, all it does is sweep the one basic type of bullying under the rug. Kids will find other reasons to bully others. It also infringes upon their basic rights to be individuals and to express their individuality.	A1JUWZGKMIXE4B
arg283557	0.35088	I think that school uniform is a bad idea because its too much work to clean the uniform and its a pain if you have to put on a lot of stuff in the mmorning	A296JEXKEVBLCL
arg203931	0.64912	Very Very bad!! <br/> Though I Know im going to miss the days to wear a uniform!! <br/> So When IN a student I hate wearing uniforms <br/> And <br/> When Im a college student I MISS wearing their Uniform!!:d	A296JEXKEVBLCL
arg336277	0.50000	the kids lose their individuality and it doesn't feel comfortable	A35V3K3PZ1ULET
arg198306	0.50000	School uniform cant save person out of cold or heat like special clothes.	A35V3K3PZ1ULET
arg580099	0.35088	Students have the right way to feel and express but it's wrong it's the learning which makes us smart	A1RO9JEG0F79EL
arg236737	0.64912	I think it is bad to wear school uniform because it makes you look unatrel and you cannot express yourself enough so band school uniform OK	A1RO9JEG0F79EL
arg233332	0.35088	Only in private schools and even there I would only agree with it because its a voluntary association. You see I think school uniforms supress free speech, and take away from a youth's individuality.	A1UNCOW5JGVERN
arg252467	0.64912	i dont think its a good idea to keep restrictions becoz thats just going to make students especialy teens more hungry for fashion .its better 2 feed them than keeping them hungry.and once they r away from these restrictions,we will c d othr side of them which is way worse with no morals.so alow people 2 b free with their personalities instead of stoping them.	A1UNCOW5JGVERN
arg203931	0.50000	Very Very bad!! <br/> Though I Know im going to miss the days to wear a uniform!! <br/> So When IN a student I hate wearing uniforms <br/> And <br/> When Im a college student I MISS wearing their Uniform!!:d	A2TRHLKQ4IWLIB
arg231770	0.50000	i thik thier bad because i think ushould be free with out nobody telling u wat to do	A2TRHLKQ4IWLIB
arg198954	0.50000	I truly believe that wearing uniform is bad, because it is not helping to student to express his/her individuality. It is also very uncomfortable , and during winter time might very cold as well. That is why schools shouldn't force students to wear uniform.	A14YPM3N35E8V8
arg386882	0.50000	Bad. I'm too lazy to explain why so take my word for it. I had to wear one for 4 years at school.	A14YPM3N35E8V8
arg238471	0.35088	I take the view that, school uniform is very comfortable. Because there is the gap between the rich and poor, school uniform is efficient in many ways. If they wore to plain clothes every day, they concerned about clothes by brand and quantity of clothes. Every teenager is sensible so the poor students can feel inferior. Although school uniform is very expensive , it is cheap better than plain clothes. Also they feel sense of kinship and sense of belonging. In my case, school uniform is convenient. I don't have to worry about my clothes during my student days.	A1LTS6FOR1ENP8
arg554188	0.64912	School uniforms are a BAD idea. Kids won't be able to show their color.	A1LTS6FOR1ENP8
arg339127	0.35088	people cant be forced to wear school uniforms, i mean each person has theri own wish whether they want to or dont want to wear school uniforms. I think each principal should think once again regarding the uniforms	A3MENHQ3JD3JMM
arg336277	0.64912	the kids lose their individuality and it doesn't feel comfortable	A3MENHQ3JD3JMM
arg238471	0.06179	I take the view that, school uniform is very comfortable. Because there is the gap between the rich and poor, school uniform is efficient in many ways. If they wore to plain clothes every day, they concerned about clothes by brand and quantity of clothes. Every teenager is sensible so the poor students can feel inferior. Although school uniform is very expensive , it is cheap better than plain clothes. Also they feel sense of kinship and sense of belonging. In my case, school uniform is convenient. I don't have to worry about my clothes during my student days.	A1C37VNWOMJ2VE
arg580099	0.11432	Students have the right way to feel and express but it's wrong it's the learning which makes us smart	A1C37VNWOMJ2VE
arg283557	0.41194	I think that school uniform is a bad idea because its too much work to clean the uniform and its a pain if you have to put on a lot of stuff in the mmorning	A1C37VNWOMJ2VE
arg386882	0.41194	Bad. I'm too lazy to explain why so take my word for it. I had to wear one for 4 years at school.	A1C37VNWOMJ2VE
arg339127	0.35088	people cant be forced to wear school uniforms, i mean each person has theri own wish whether they want to or dont want to wear school uniforms. I think each principal should think once again regarding the uniforms	A12SVMIJ0203MC
